x_val,y_val,z_val,tag
7.49404,13.9576,1.49377,0
7.43586,14.2243,1.55505,0
7.50213,14.3959,1.59885,0
7.41616,15.3528,2.23188,0
7.50211,15.3889,2.36839,0
7.29759,15.4708,2.36606,0
7.10503,15.5479,1.79826,0
6.92909,15.3778,0.958299,0
6.6676,15.5726,1.21914,0
6.83441,15.4416,1.3614,0
6.79025,15.4298,1.46709,0
6.52927,15.5544,2.38001,0
6.01355,15.378,0.627484,0
5.72716,15.4806,0.860136,0
5.50038,15.6157,1.17934,0
5.25591,15.6108,1.13039,0
5.09371,15.5438,0.608025,0
4.86974,15.716,0.588207,0
4.51244,15.5934,0.179251,0
4.40645,15.7756,0.503486,0
4.33563,15.9679,1.1176,0
4.15886,16.0551,0.795545,0
3.8911,15.7621,-0.127152,0
3.79952,16.1508,0.792948,0
3.55381,15.9226,0.205946,0
3.24719,15.6999,0.105777,0
3.09083,15.716,0.091626,0
3.04539,15.5936,-0.501831,0
2.67137,15.4648,-0.31094,0
2.92563,16.0183,0.919586,0
2.51218,15.2507,-0.124442,0
2.24282,15.2957,0.212014,0
2.41023,14.9729,0.0537107,0
2.00153,14.9816,0.741534,0
2.31213,14.6819,0.276942,0
2.48864,14.3251,-0.0433453,0
2.61328,13.9415,-0.0981791,0
1.99995,13.9875,0.726322,0
2.58006,13.563,0.0802857,0
1.971,13.4828,0.845891,0
1.63083,13.3734,2.36257,0
2.19799,12.9611,0.754696,0
2.60754,12.6246,0.492267,0
2.73264,12.3307,0.539711,0
2.40622,12.3537,0.919374,0
2.44904,12.0054,0.732825,0
2.35161,11.679,0.80981,0
2.1621,11.4826,1.14507,0
2.1702,11.233,1.06142,0
1.99358,10.9574,1.16045,0
2.24739,10.9619,1.43828,0
2.28179,10.7817,1.66895,0
2.25122,10.3778,1.47382,0
2.51651,10.503,1.71644,0
2.91983,10.5671,1.48083,0
2.58401,10.1676,1.28498,0
2.99824,10.285,1.60346,0
3.49515,10.094,1.40807,0
3.49419,9.96378,1.42686,0
3.65465,9.70544,1.28934,0
4.00214,10.0007,1.09135,0
4.43756,10.2132,1.41482,0
4.65495,10.083,1.37827,0
4.94974,10.0597,3.49698,0
5.17827,10.0554,3.66956,0
5.48502,10.1429,3.58255,0
5.75985,10.1806,3.65624,0
6.07456,10.4334,3.5234,0
6.41061,10.4337,3.44454,0
6.61722,10.7848,3.583,0
7.28397,12.2343,3.22454,0
7.1123,12.7604,1.63317,0
7.29564,14.3877,0.854346,0
7.69047,14.6406,1.767,0
7.70118,14.9075,1.61171,0
7.46621,15.1882,1.62414,0
7.2091,14.9753,-0.188657,0
7.25609,15.593,2.36289,0
6.54605,15.6009,0.975415,0
6.42461,15.7254,1.35441,0
5.29683,16.2319,1.43754,0
6.03537,15.543,0.602403,0
5.891,15.901,2.38113,0
5.50774,15.8658,1.17388,0
5.45817,15.7426,0.777714,0
4.99539,15.7359,0.548528,0
4.72514,15.9386,0.812989,0
4.65398,15.9113,0.495461,0
4.52229,15.9017,0.168236,0
4.05688,16.245,0.882102,0
4.04009,16.5173,1.06835,0
3.52653,15.8617,-0.351642,0
3.70702,16.864,2.38808,0
3.55598,17.0171,2.38593,0
2.82051,15.9526,-0.178403,0
2.4765,15.8331,-0.173,0
2.24689,15.6814,-0.0602461,0
2.26659,15.4825,0.0467265,0
2.04022,14.9867,-0.126842,0
2.06028,14.8931,0.269396,0
1.8994,14.7382,0.483116,0
2.1071,14.2205,0.0510938,0
1.9742,13.8886,0.0976803,0
2.13129,13.8138,0.397045,0
1.52357,12.25,-0.844088,0
2.0791,13.13,0.464681,0
2.03258,12.9319,0.68797,0
2.04569,12.6176,0.570235,0
1.81398,12.5313,1.15453,0
1.94963,12.0934,0.905026,0
1.81162,11.9372,1.50153,0
1.78816,11.6502,1.62269,0
1.70048,11.19,1.2571,0
1.66441,10.9106,1.25998,0
1.45626,10.8401,2.01698,0
1.43246,10.3814,2.38615,0
1.48105,10.0924,2.17604,0
1.39294,9.84879,2.38265,0
1.36653,9.56692,2.38314,0
1.23852,9.29283,2.38245,0
1.31822,8.90525,2.38665,0
1.26734,8.67712,2.38654,0
1.15889,8.36028,2.38481,0
1.2247,8.05576,2.38325,0
1.49736,7.75692,2.38368,0
1.73689,7.80827,2.38388,0
2.08613,7.41697,3.02031,0
3.3783,7.93324,2.38534,0
3.50277,7.90843,2.3863,0
4.06154,7.70326,2.66077,0
4.63054,7.64239,2.88476,0
5.44535,8.02258,3.57198,0
5.66322,8.22171,3.55486,0
5.67614,8.55612,3.57103,0
5.90497,8.93553,3.40131,0
6.01853,9.4044,3.60706,0
5.96613,9.67828,3.67783,0
6.00489,9.80904,3.48308,0
6.11602,10.2111,3.34352,0
6.19171,10.467,3.41503,0
6.48877,11.0027,3.31604,0
6.70394,13.3411,1.74103,0
6.37217,13.5903,1.52012,0
6.11352,13.584,1.34679,0
5.82172,13.69,1.18065,0
5.62708,13.7997,1.28271,0
5.30528,13.7432,1.11689,0
4.98088,13.798,1.1647,0
4.61176,13.6914,1.03996,0
4.38809,13.4343,0.712123,0
4.1148,13.3775,0.82371,0
3.92985,13.2873,0.807116,0
3.69367,13.1845,0.630231,0
3.5673,13.0633,0.403222,0
3.0476,13.1841,0.83003,0
2.89698,13.1235,0.518651,0
2.82495,13.1273,0.526485,0
2.98704,12.9803,-0.364194,0
2.31099,13.2665,0.526541,0
1.77566,12.0717,-0.907268,0
2.14066,13.1706,0.347193,0
2.22788,13.4071,0.388982,0
2.19946,13.4937,0.413468,0
2.18397,13.72,0.52946,0
2.10137,14.1545,1.47391,0
2.39289,14.1066,0.387386,0
2.24063,13.9981,0.208316,0
2.25142,14.1603,-0.142045,0
2.48498,14.8348,0.132714,0
2.52687,14.8036,-0.196702,0
2.38836,15.0104,-0.109381,0
2.54279,15.2155,-0.108037,0
2.45301,15.3643,-0.0845008,0
2.55041,15.7372,0.0961586,0
2.70622,15.687,0.00443871,0
3.17534,15.8637,0.0751477,0
3.32828,15.8774,-0.00437838,0
3.75979,16.397,2.38569,0
4.02566,16.378,2.38302,0
4.19635,16.1397,1.39154,0
3.72537,16.0897,1.71019,0
4.04069,15.8682,1.13148,0
4.79131,15.6922,0.783989,0
5.09489,15.9716,2.38418,0
5.14487,15.3173,0.477249,0
5.52868,15.0829,0.172416,0
5.3096,15.1629,1.05915,0
5.26684,15.0725,1.19625,0
5.16364,14.8364,0.961504,0
5.04429,14.6459,0.973666,0
4.96064,14.4084,0.79987,0
4.95975,14.1602,0.989968,0
4.9055,14.0672,1.10592,0
4.74721,13.9391,0.947363,0
4.81039,13.8099,1.13731,0
4.33467,13.6,0.558804,0
4.30344,13.6529,0.938034,0
4.23397,13.3226,0.409227,0
3.91213,13.2242,0.172812,0
4.22423,14.3955,2.38562,0
