x_val,y_val,z_val,tag
5.93317,13.9732,1.36519,5
5.88178,14.6234,1.78955,5
5.93231,14.7278,1.93251,5
5.80319,14.795,1.94868,5
5.65972,14.8544,1.57481,5
5.52547,14.7491,0.972441,5
5.33573,14.8651,1.07047,5
5.42265,14.7927,1.1768,5
5.40418,14.7759,1.25994,5
5.22913,14.8563,1.87458,5
4.86604,14.7495,0.790592,5
4.63147,14.8042,0.810286,5
4.45228,14.9004,1.02403,5
4.26823,14.9091,1.01812,5
4.13806,14.8658,0.671585,5
3.97366,14.9744,0.615527,5
3.71677,14.9067,0.337859,5
3.61477,15.0189,0.518091,5
3.55525,15.1601,0.946958,5
3.43085,15.2354,0.786903,5
3.23819,15.0507,0.15626,5
3.15369,15.2852,0.687207,5
2.98057,15.1632,0.364412,5
2.75614,15.0006,0.258104,5
2.62482,14.9911,0.235564,5
2.57846,14.9089,-0.160088,5
2.32513,14.8135,-0.0827473,5
2.46205,15.1681,0.741424,5
2.20532,14.7039,0.152419,5
1.99519,14.6761,0.302163,5
2.07998,14.459,0.215924,5
1.81994,14.4379,0.660565,5
1.99332,14.2369,0.408109,5
2.13165,13.9757,0.164802,5
2.23131,13.6895,0.0983545,5
1.83764,13.6844,0.635927,5
2.17289,13.4028,0.274873,5
1.81124,13.3148,0.736952,5
1.54124,13.2315,1.79822,5
1.88323,12.9482,0.865343,5
2.19672,12.6903,0.576025,5
2.31838,12.4638,0.571583,5
2.11737,12.451,0.822363,5
2.12081,12.2189,0.729945,5
2.05674,11.974,0.769456,5
1.92335,11.8137,0.996287,5
1.91218,11.6286,0.969021,5
1.79388,11.4232,1.0312,5
1.94724,11.4007,1.22282,5
1.98902,11.2787,1.39926,5
1.97395,10.9962,1.29196,5
2.14771,11.044,1.43927,5
2.43622,11.0924,1.30155,5
2.24967,10.8339,1.15484,5
2.50077,10.8796,1.34749,5
2.86083,10.7588,1.24201,5
2.90481,10.6576,1.24139,5
3.01648,10.4741,1.15027,5
3.26035,10.6468,1.00792,5
3.57881,10.8088,1.2044,5
3.76217,10.7428,1.20456,5
3.98004,10.7191,2.60713,5
4.15833,10.7134,2.89517,5
4.38348,10.7706,2.87326,5
4.59331,10.8026,2.91933,5
4.82764,10.974,2.83709,5
5.07914,10.9954,2.7747,5
5.24708,11.2305,2.85863,5
5.70926,12.2192,2.63174,5
5.65289,12.6899,1.55016,5
5.76727,13.8255,0.900572,5
6.04282,14.1336,1.42424,5
6.08405,14.3485,1.38633,5
5.93362,14.5609,1.38986,5
5.74477,14.4463,0.190259,5
5.75248,14.841,1.73069,5
5.2834,14.8952,1.00309,5
5.14488,14.9843,1.16382,5
4.38115,15.3306,1.23876,5
4.77541,14.9175,0.695205,5
4.7287,15.1033,1.80534,5
4.46919,15.103,1.14372,5
4.40423,15.0214,0.79948,5
4.08982,15.0069,0.605108,5
3.87196,15.1393,0.756092,5
3.79786,15.1376,0.564602,5
3.7015,15.131,0.324256,5
3.38147,15.3575,0.767042,5
3.33069,15.5658,0.945203,5
2.98444,15.1576,0.0272668,5
3.06101,15.7706,1.72718,5
2.97051,15.9479,1.93639,5
2.47243,15.2651,0.264767,5
2.18298,15.1014,0.0612112,5
1.99512,14.9807,0.110629,5
1.98488,14.8341,0.187567,5
1.83376,14.4877,0.0822008,5
1.82832,14.3828,0.331448,5
1.72114,14.2673,0.503811,5
1.84536,13.9103,0.239178,5
1.77277,13.6463,0.237226,5
1.86777,13.5641,0.435159,5
1.47723,12.5187,-0.361925,5
1.7966,12.9717,0.405691,5
1.80537,12.8967,0.648621,5
1.81514,12.6794,0.600784,5
1.66297,12.5953,0.981649,5
1.7339,12.295,0.863676,5
1.65133,12.1543,1.24393,5
1.62557,11.947,1.37126,5
1.56434,11.6166,1.14502,5
1.53288,11.3907,1.1189,5
1.39118,11.3161,1.61678,5
1.35787,11.0032,1.92286,5
1.38591,10.7731,1.82169,5
1.33105,10.5833,1.94593,5
1.30677,10.3732,1.96165,5
1.21902,10.1657,1.96314,5
1.26091,9.88342,1.96611,5
1.23242,9.69743,1.9664,5
1.1571,9.46464,1.96529,5
1.19133,9.2342,1.96412,5
1.37607,9.00782,1.96426,5
1.55753,9.01377,1.96441,5
1.8112,8.75547,2.38574,5
2.69803,9.06523,2.0176,5
2.89032,9.08718,1.97262,5
3.28404,8.95408,2.14874,5
3.7095,8.8973,2.31884,5
4.3016,9.14194,2.79485,5
4.5192,9.30407,2.8425,5
4.55471,9.54554,2.85911,5
4.7106,9.82662,2.74881,5
4.80508,10.1718,2.87135,5
4.78211,10.3959,2.93338,5
4.80492,10.5102,2.81215,5
4.88131,10.7906,2.70474,5
4.94088,10.9947,2.73877,5
5.14491,11.3746,2.67745,5
5.31264,12.9697,1.62723,5
5.11379,13.3323,1.35085,5
4.91792,13.373,1.20186,5
4.70049,13.4483,1.07342,5
4.5447,13.5302,1.12507,5
4.31237,13.503,1.0217,5
4.06883,13.5359,1.04054,5
3.79431,13.4694,0.9603,5
3.61222,13.2909,0.733333,5
3.40875,13.2312,0.779077,5
3.2611,13.1641,0.773761,5
3.08646,13.0877,0.656007,5
2.98116,12.9981,0.49114,5
2.62409,13.0669,0.753251,5
2.48013,13.0353,0.579601,5
2.41461,13.0339,0.56327,5
2.51379,12.9364,-0.0283685,5
2.07854,13.1138,0.487973,5
1.67023,12.3449,-0.397205,5
1.86126,12.977,0.323545,5
1.94268,13.212,0.440517,5
1.93394,13.2984,0.471221,5
1.92261,13.4589,0.55181,5
1.86653,13.7664,1.18701,5
2.05256,13.7728,0.546454,5
1.97482,13.7018,0.34854,5
1.97233,13.8003,0.0920833,5
2.12663,14.2591,0.242191,5
2.17348,14.2953,0.0427235,5
2.0876,14.4367,0.0758123,5
2.17918,14.5899,0.0808019,5
2.1311,14.7074,0.0970007,5
2.18962,14.9689,0.218601,5
2.30002,14.968,0.172952,5
2.62424,15.0849,0.214104,5
2.76566,15.1084,0.166558,5
3.06884,15.4553,1.74285,5
3.2824,15.4857,1.9364,5
3.42187,15.3317,1.30404,5
3.12736,15.2795,1.43663,5
3.29961,15.1264,1.06996,5
3.81785,14.991,0.794495,5
4.08303,15.1591,1.81966,5
4.14897,14.7468,0.684334,5
4.41122,14.5406,0.34186,5
4.29869,14.568,0.886426,5
4.25644,14.5116,1.04466,5
4.18288,14.3482,0.908872,5
4.09477,14.2019,0.900097,5
4.02847,14.0266,0.783959,5
4.01967,13.8405,0.895411,5
3.98267,13.7559,0.985981,5
3.87329,13.6606,0.89224,5
3.90157,13.5633,1.00637,5
3.59015,13.4123,0.637546,5
3.53089,13.4286,0.842889,5
3.47756,13.2119,0.518271,5
3.2579,13.1199,0.321545,5
3.43728,13.884,1.76201,5
