x_val,y_val,z_val,tag
7.11065,15.9307,1.05264,1
6.78502,16.0459,1.11639,1
6.05645,16.3141,1.21,1
5.94028,16.132,0.893695,1
5.81941,16.1482,1.52155,1
5.58337,16.119,1.37545,1
5.427,16.024,1.0959,1
5.13154,15.9452,0.811734,1
4.83579,15.9783,0.758403,1
4.63429,15.9799,0.587575,1
4.46683,15.9704,0.336267,1
4.16632,16.1181,0.516962,1
3.98753,16.3346,0.732284,1
3.6584,16.1635,0.220165,1
3.55358,16.5091,1.16304,1
3.44084,16.7967,1.77604,1
3.04996,16.4778,0.971873,1
2.66063,16.2051,0.441451,1
2.32907,15.9557,0.154794,1
2.15288,15.7057,0.0314594,1
1.96344,15.3222,-0.113787,1
1.87772,15.0435,-0.00954013,1
1.77324,14.8089,0.169867,1
1.82433,14.4371,0.0937608,1
1.81509,14.0647,0.0706999,1
1.8968,13.8146,0.19925,1
1.67998,12.9563,-0.288826,1
1.80693,12.8407,0.00606347,1
1.87748,12.7123,0.308074,1
1.93506,12.5171,0.449147,1
1.86845,12.3811,0.806006,1
1.89067,12.1186,0.912794,1
1.84391,11.9031,1.24558,1
1.80509,11.6575,1.50287,1
1.74217,11.3119,1.48237,1
1.68802,10.9862,1.45292,1
1.56052,10.7721,1.77056,1
1.47186,10.4507,2.13368,1
1.44327,10.1382,2.25363,1
1.39045,9.85357,2.40688,1
1.35007,9.5698,2.4873,1
1.27057,9.29026,2.52103,1
1.26195,8.96093,2.52892,1
1.23871,8.67356,2.52063,1
1.17854,8.37286,2.50359,1
1.17496,8.06929,2.48329,1
1.30361,7.76672,2.46381,1
1.50059,7.62711,2.4464,1
1.7888,7.3869,2.72615,1
2.56781,7.49949,2.60832,1
3.11502,7.58656,2.5259,1
3.70161,7.56662,2.59642,1
4.31166,7.53973,2.74363,1
5.04449,7.71028,3.15318,1
5.57414,7.92147,3.40201,1
5.87244,8.21606,3.55656,1
6.12134,8.57976,3.56229,1
6.28861,9.02338,3.64647,1
6.33048,9.42188,3.72098,1
6.33893,9.71896,3.66707,1
6.36558,10.0725,3.55736,1
6.39302,10.3931,3.51276,1
6.52759,10.8197,3.4344,1
6.69606,12.1473,2.6529,1
6.63367,13.0805,2.05082,1
6.45748,13.6236,1.6006,1
6.19758,13.9609,1.2596,1
5.93488,14.1691,1.11675,1
5.61781,14.2223,0.977834,1
5.26991,14.2342,0.937556,1
4.88681,14.153,0.878127,1
4.55336,13.9498,0.708666,1
4.23325,13.7691,0.669598,1
3.9653,13.5959,0.654462,1
3.70894,13.4282,0.577859,1
3.51142,13.2607,0.436235,1
3.16967,13.2093,0.554825,1
2.90567,13.1514,0.498554,1
2.72977,13.1196,0.47372,1
2.71867,13.0352,0.0527412,1
2.42334,13.1175,0.202317,1
2.00706,12.6217,-0.352551,1
1.9321,12.8158,-0.118627,1
1.95052,13.0607,0.0672582,1
1.9716,13.2627,0.206681,1
1.99577,13.4963,0.353412,1
1.98703,13.8425,0.884844,1
2.12732,14.0336,0.719081,1
2.15551,14.0925,0.518038,1
2.18311,14.1909,0.220688,1
2.31205,14.5533,0.156307,1
2.41587,14.7582,-0.0328228,1
2.41727,14.968,-0.108378,1
2.48697,15.1793,-0.148427,1
2.48775,15.3649,-0.155498,1
2.5302,15.6371,-0.0694401,1
2.6269,15.7689,-0.0511328,1
2.90295,15.9143,-0.00369135,1
3.14592,15.9943,-0.00809838,1
3.49218,16.2675,1.09616,1
3.82472,16.4168,1.80126,1
4.09998,16.3833,1.77213,1
4.03829,16.3208,1.87057,1
4.12364,16.1644,1.64149,1
4.50964,15.9729,1.31283,1
4.88222,15.9747,1.83055,1
5.12415,15.6726,1.27457,1
5.43356,15.3706,0.764843,1
5.50671,15.2202,0.849489,1
5.5089,15.0925,0.97682,1
5.44105,14.9129,0.95582,1
5.32501,14.7215,0.950669,1
5.19932,14.5022,0.869476,1
5.11044,14.2612,0.907745,1
5.02436,14.0799,0.989192,1
4.89442,13.9221,0.969794,1
4.84095,13.779,1.04533,1
4.58934,13.6077,0.826198,1
4.41739,13.5395,0.860558,1
4.28287,13.36,0.641045,1
4.05735,13.2147,0.393356,1
4.06793,13.6797,1.26521,1
