x_val,y_val,z_val,tag
3.07631,8.76616,2.08165,10
3.53073,8.59975,2.30387,10
3.99863,8.54789,2.48873,10
4.66584,8.85507,3.04825,10
4.85258,9.02108,3.04297,10
4.86591,9.29452,3.05599,10
5.05148,9.60606,2.9187,10
5.14631,9.99066,3.08326,10
5.10532,10.2184,3.14312,10
5.1361,10.3278,2.98628,10
5.22658,10.6552,2.87082,10
5.28929,10.8676,2.92697,10
5.53089,11.3047,2.84765,10
5.7089,13.2057,1.5706,10
5.44288,13.4367,1.37204,10
5.22927,13.4351,1.22858,10
4.98962,13.521,1.0918,10
4.82827,13.6112,1.17238,10
4.56512,13.5668,1.03929,10
4.2983,13.6105,1.07597,10
3.9952,13.5248,0.975495,10
3.80936,13.3152,0.708385,10
3.58513,13.266,0.794675,10
3.43186,13.1922,0.782558,10
3.2382,13.1078,0.639086,10
3.13286,13.0083,0.452995,10
2.71026,13.1047,0.795873,10
2.58176,13.057,0.548905,10
2.52144,13.0593,0.551459,10
2.65181,12.9403,-0.169996,10
2.10618,13.1703,0.540467,10
1.66416,12.206,-0.610082,10
1.95304,13.0814,0.388429,10
2.02813,13.2864,0.437611,10
2.00625,13.3597,0.458201,10
1.99338,13.5442,0.552476,10
1.92627,13.8989,1.31898,10
2.16138,13.8656,0.450606,10
2.04165,13.7772,0.292217,10
2.04855,13.9072,0.00597559,10
2.23786,14.4556,0.224149,10
2.27469,14.4388,-0.0393443,10
2.16306,14.606,0.0273445,10
2.28644,14.7747,0.0294569,10
2.21562,14.8978,0.0485548,10
2.29343,15.2018,0.195191,10
2.42084,15.1658,0.123145,10
2.8028,15.3084,0.179316,10
2.93255,15.3217,0.115759,10
3.28409,15.7427,2.05086,10
3.50485,15.7338,2.0784,10
3.64652,15.5406,1.27568,10
3.26717,15.4972,1.52148,10
3.51677,15.3171,1.05646,10
4.12865,15.1718,0.767844,10
4.38396,15.3958,2.05965,10
4.42836,14.8693,0.534771,10
4.73994,14.6713,0.264429,10
4.56727,14.7331,0.978576,10
4.52997,14.6608,1.1006,10
4.4458,14.4684,0.912317,10
4.34784,14.3112,0.919278,10
4.27857,14.1164,0.778601,10
4.27679,13.9123,0.93043,10
4.23281,13.8339,1.02669,10
4.10391,13.7289,0.899728,10
4.15311,13.6226,1.05164,10
3.76851,13.451,0.585359,10
3.73731,13.4912,0.885394,10
3.68056,13.2242,0.461641,10
3.41898,13.1404,0.263627,10
3.66778,14.088,2.05307,10
