x_val,y_val,z_val,tag
5.68212,13.3952,1.11864,2
5.83128,13.3923,1.09974,2
5.97157,13.5178,1.26971,2
5.84848,13.6667,0.849608,2
6.06233,13.695,1.12148,2
6.12868,13.8284,1.26721,2
6.18754,13.9641,1.3503,2
6.17405,14.4572,1.67362,2
6.20721,14.6874,1.87582,2
6.12878,14.8245,1.96247,2
6.00737,14.919,1.74237,2
5.87486,14.8827,1.26571,2
5.69871,14.9554,1.17733,2
5.69801,14.9275,1.20355,2
5.67767,14.91,1.2629,2
5.5504,14.959,1.70294,2
5.26116,14.9002,1.09847,2
5.00573,14.9212,0.941865,2
4.79202,14.9917,1.0188,2
4.58837,15.02,1.02995,2
4.42643,15.0019,0.797731,2
4.25454,15.0722,0.688009,2
4.01784,15.047,0.454824,2
3.86706,15.1188,0.500824,2
3.76952,15.2372,0.799476,2
3.64699,15.3281,0.782861,2
3.47233,15.2346,0.356914,2
3.35501,15.3704,0.589719,2
3.19261,15.3258,0.424305,2
2.98302,15.2054,0.307097,2
2.82115,15.1604,0.249835,2
2.73031,15.0854,-0.0443265,2
2.52117,14.9944,-0.0852899,2
2.54585,15.2061,0.455382,2
2.36892,14.9496,0.216098,2
2.16993,14.8588,0.264999,2
2.15959,14.6728,0.214368,2
1.96964,14.5962,0.504556,2
2.02819,14.4269,0.419584,2
2.1337,14.1915,0.237374,2
2.23603,13.9154,0.133455,2
2.00207,13.8165,0.462556,2
2.16386,13.5809,0.31212,2
1.95763,13.4424,0.594316,2
1.7138,13.3326,1.40502,2
1.86543,13.0979,1.02698,2
2.11706,12.8434,0.743908,2
2.28298,12.5996,0.642655,2
2.20681,12.5043,0.771035,2
2.1932,12.3049,0.742061,2
2.14309,12.0702,0.764431,2
2.03535,11.8794,0.926281,2
1.99229,11.6833,0.958523,2
1.89345,11.4731,1.01745,2
1.96577,11.384,1.1691,2
2.01275,11.2636,1.33955,2
2.01926,11.0281,1.32494,2
2.14247,10.9827,1.42871,2
2.37895,10.9922,1.36679,2
2.32912,10.8149,1.25105,2
2.4955,10.7914,1.34539,2
2.79317,10.6944,1.29763,2
2.92185,10.5933,1.28544,2
3.05049,10.4322,1.21775,2
3.26398,10.4963,1.09853,2
3.55419,10.6206,1.19362,2
3.77873,10.6154,1.21827,2
4.0099,10.6025,2.19049,2
4.21389,10.595,2.69051,2
4.44158,10.6315,2.86791,2
4.66507,10.6644,2.9783,2
4.90482,10.7934,2.9659,2
5.16133,10.8495,2.92473,2
5.36635,11.0332,2.96971,2
5.75787,11.7707,2.82654,2
5.84978,12.3293,2.04224,2
5.97286,13.3101,1.3486,2
6.20542,13.8503,1.46192,2
6.31116,14.2058,1.44059,2
6.25039,14.4873,1.43698,2
6.10735,14.5128,0.61273,2
6.06663,14.8042,1.41315,2
5.72673,14.9342,1.13068,2
5.52419,15.0471,1.18014,2
4.92453,15.3259,1.23933,2
4.99958,15.1342,0.885998,2
4.96662,15.2135,1.53996,2
4.77839,15.232,1.27575,2
4.67425,15.184,0.981353,2
4.41906,15.1602,0.749649,2
4.18572,15.2419,0.769165,2
4.05222,15.2649,0.633529,2
3.93454,15.2705,0.426194,2
3.67229,15.4288,0.660229,2
3.55092,15.621,0.846268,2
3.26521,15.4069,0.282538,2
3.22319,15.7688,1.28136,2
3.13642,15.9953,1.71363,2
2.765,15.6105,0.737382,2
2.44778,15.3893,0.316381,2
2.20599,15.2245,0.184939,2
2.11005,15.0628,0.176472,2
1.9657,14.7676,0.0940301,2
1.91219,14.5971,0.238092,2
1.81597,14.4529,0.397571,2
1.8685,14.1554,0.270684,2
1.83097,13.8757,0.236788,2
1.88598,13.7204,0.357944,2
1.63404,12.9434,-0.152757,2
1.77688,13.0057,0.219671,2
1.81772,12.9429,0.482548,2
1.84138,12.773,0.543141,2
1.7465,12.6601,0.834589,2
1.7669,12.4124,0.847776,2
1.71311,12.2341,1.1242,2
1.67914,12.0265,1.29909,2
1.62461,11.7276,1.20903,2
1.58459,11.4711,1.17128,2
1.47277,11.3279,1.49845,2
1.41346,11.0576,1.8079,2
1.40979,10.8092,1.84677,2
1.36821,10.5909,1.95739,2
1.33819,10.3683,2.0056,2
1.26707,10.1474,2.02619,2
1.2724,9.87564,2.03704,2
1.25162,9.65424,2.04169,2
1.19339,9.41442,2.04292,2
1.19799,9.1722,2.04275,2
1.32373,8.93151,2.04287,2
1.48698,8.85042,2.04301,2
1.71628,8.63766,2.3319,2
2.40215,8.77968,2.16904,2
2.75614,8.83002,2.09884,2
3.16327,8.75874,2.19294,2
3.59809,8.7002,2.33542,2
4.15647,8.84735,2.70909,2
4.49754,9.00154,2.8634,2
4.65135,9.22018,2.93768,2
4.82191,9.48721,2.89287,2
4.94743,9.81582,2.96681,2
4.97809,10.0826,3.031,2
5.00899,10.2577,2.97046,2
5.07282,10.5161,2.88086,2
5.13486,10.7444,2.87445,2
5.29658,11.0864,2.82675,2
5.46438,12.2961,2.09128,2
5.38659,12.9338,1.67202,2
5.23547,13.2076,1.4115,2
5.0375,13.3744,1.2231,2
4.86329,13.4966,1.1877,2
4.64169,13.524,1.09709,2
4.39835,13.5607,1.07948,2
4.12529,13.5282,1.01524,2
3.90534,13.3975,0.83859,2
3.68591,13.315,0.812609,2
3.50679,13.2383,0.793808,2
3.32192,13.1583,0.70538,2
3.18438,13.0687,0.564001,2
2.88887,13.0846,0.696373,2
2.69234,13.064,0.612479,2
2.5744,13.0568,0.579644,2
2.5968,12.987,0.161193,2
2.29971,13.0866,0.383922,2
1.92791,12.5875,-0.170162,2
1.93228,12.8698,0.158804,2
1.97376,13.0996,0.320459,2
1.97885,13.2385,0.40169,2
1.97403,13.4015,0.489564,2
1.93445,13.6694,0.956293,2
2.04959,13.7638,0.66565,2
2.03043,13.7555,0.458316,2
2.02701,13.8256,0.209382,2
2.13153,14.162,0.226097,2
2.19587,14.2938,0.0838515,2
2.16092,14.4449,0.06178,2
2.21584,14.6034,0.0528161,2
2.19893,14.7397,0.0596092,2
2.23579,14.9681,0.144543,2
2.32249,15.0444,0.139759,2
2.57299,15.1577,0.169773,2
2.75105,15.213,0.146701,2
3.02412,15.4728,1.22136,2
3.26322,15.5768,1.68628,2
3.4444,15.5138,1.43799,2
3.30924,15.4638,1.47491,2
3.39372,15.3416,1.22828,2
3.77101,15.2087,0.963615,2
4.07243,15.2779,1.57501,2
4.22585,15.0109,0.974805,2
4.46658,14.7888,0.576121,2
4.47158,14.7287,0.805609,2
4.45434,14.6617,0.967368,2
4.40002,14.5254,0.931001,2
4.3223,14.3799,0.920746,2
4.25063,14.209,0.837425,2
4.21914,14.0222,0.887555,2
4.18086,13.899,0.961922,2
4.09242,13.7874,0.922221,2
4.08273,13.6803,0.991202,2
3.86263,13.5387,0.758585,2
3.75299,13.5012,0.829789,2
3.67391,13.3351,0.620689,2
3.49355,13.2183,0.422701,2
3.55695,13.6993,1.34104,2
